Group,x,y,t,s,Reply,Gender
R,-0.63875833695696,272.32480069172,0,1,Disagree,Male
P,-2.8110408903151,145.00409880188,0,1,Disagree,Male
R,19.694085422295,125.96988149172,0,1,Disagree,Male
S,2.6938281053183,65.230062064356,0,1,Disagree,Male
Q,-5.7560477847029,-170.90492560524,0,0,Disagree,Female
P,27.382685434251,86.826691809961,0,1,Disagree,Male
R,-4.2243708331251,218.71024648506,0,0,Disagree,Female
P,-1.1862555077235,322.12383691553,0,0,Disagree,Female
P,18.097269522537,-107.23665273387,0,0,Disagree,Female
Q,5.4856884733241,-60.234702000969,1,1,Agree,Male
P,9.9334602732833,-162.09920126344,0,1,Disagree,Male
S,-30.425645910867,22.840561248754,0,1,Disagree,Male
P,1.9673543744568,418.84389235351,0,0,Disagree,Female
Q,-8.3800666618068,-212.27064511798,0,0,Disagree,Female
R,-3.7277445507831,149.60394481551,0,1,Disagree,Male
P,8.6927379382275,143.0761550032,0,1,Disagree,Male
R,-33.337405047537,507.06651676216,0,1,Disagree,Male
S,-14.095279489688,254.93810113843,0,0,Disagree,Female
S,-33.831633292991,-141.09324368699,0,0,Disagree,Female
P,9.3612700660533,52.46612621819,0,1,Disagree,Male
P,15.941298726919,254.46848390599,0,1,Disagree,Male
P,-31.10126863285,612.96811211294,0,0,Disagree,Female
Q,4.1596308956666,-49.457037299153,0,0,Disagree,Female
R,4.6964254331293,109.3857511959,0,1,Disagree,Male
R,43.337917518959,-23.574210687342,0,0,Disagree,Female
P,-2.4992260003924,400.0671517826,0,0,Disagree,Female
P,20.029467268395,-131.36805538385,0,0,Disagree,Female
R,-14.429094901974,307.89583245567,0,0,Disagree,Female
P,5.0859834752446,44.110912233177,0,0,Disagree,Female
P,9.6249405195121,5.4681754486953,0,0,Disagree,Female
S,-8.8195295654328,65.512458552379,1,1,Agree,Male
R,-23.699791956087,247.07437509907,0,1,Disagree,Male
P,-0.36795772349833,348.80008161245,0,0,Disagree,Female
P,7.2696844717812,75.245375628697,0,1,Disagree,Male
P,17.762965926324,238.12456866406,0,1,Disagree,Male
P,11.286686288326,48.313576641173,0,0,Disagree,Female
R,7.9424813179963,171.91344253715,0,0,Disagree,Female
P,-6.0329402773794,179.75215188449,0,1,Disagree,Male
Q,-4.1356024156025,-78.034239451883,0,1,Disagree,Male
R,-59.459995577326,812.46891741663,0,0,Disagree,Female
Q,-11.813732134092,94.790807606555,0,1,Disagree,Male
S,-20.370258436245,-392.38763239905,0,0,Disagree,Female
R,40.590527512874,-137.04491951924,0,1,Disagree,Male
R,64.025688581646,-336.70535363662,0,1,Disagree,Male
S,-17.853660722661,-35.786187937384,0,0,Disagree,Female
Q,9.4371729592966,-133.21625383674,0,0,Disagree,Female
P,1.942439271576,215.60416554595,0,0,Disagree,Female
P,-11.052658979805,215.80679619722,0,1,Disagree,Male
R,3.5442038441748,167.7324489298,0,1,Disagree,Male
S,-10.399341809284,32.938597545465,0,0,Disagree,Female
S,-27.363368473651,-135.10399439982,0,0,Disagree,Female
P,10.325505938533,222.36309094232,0,0,Disagree,Female
S,-0.023915877576879,-17.533180430314,0,0,Disagree,Female
S,-23.70371131492,277.7738544884,0,0,Disagree,Female
P,12.246279639307,63.97633833763,0,1,Disagree,Male
P,-7.8538362182927,289.77035283333,0,0,Disagree,Female
R,4.4525464025571,275.20986981374,0,0,Disagree,Female
S,-3.188307875855,35.014172186616,0,0,Disagree,Female
P,31.486089171602,-44.247614587307,0,1,Disagree,Male
S,-13.3891579478,-77.382095024633,0,0,Disagree,Female
Q,-23.890065805004,-421.17325947628,0,1,Disagree,Male
S,-28.656400568158,177.8724735211,0,0,Disagree,Female
P,-7.7772699998586,239.85472224413,0,1,Disagree,Male
P,20.541126635643,-65.581228551726,0,0,Disagree,Female
Q,-3.7706467023914,-177.31744412161,0,1,Disagree,Male
Q,-9.3391878043018,-158.31146665724,0,1,Disagree,Male
Q,-3.1413399214583,-162.54146310573,0,1,Disagree,Male
P,15.165087847582,-32.843960992919,0,1,Disagree,Male
Q,-7.7663717375912,-61.573288305929,0,1,Disagree,Male
S,28.027521876631,-88.573853437125,1,0,Agree,Female
R,-13.088917362545,279.48532658978,0,0,Disagree,Female
R,3.8713352339674,173.63723144011,0,0,Disagree,Female
P,3.2507635561054,438.51422586642,0,1,Disagree,Male
S,7.6110416686214,-65.441700034515,0,0,Disagree,Female
R,-31.231521416563,552.35100680513,0,0,Disagree,Female
P,-13.799019794352,147.52127100831,1,1,Agree,Male
Q,-1.6825264690828,-40.379639770547,0,0,Disagree,Female
Q,-1.2774072090524,-233.23046621505,0,1,Disagree,Male
S,9.2475975864789,-72.823447301436,1,1,Agree,Male
S,-13.959017045311,64.334274881675,0,1,Disagree,Male
S,-21.481513302997,3.4382322800524,0,0,Disagree,Female
R,4.0102220145102,105.10454953327,0,1,Disagree,Male
S,1.5527042637359,-171.90357049364,0,0,Disagree,Female
R,-8.3401638508496,217.39123632451,0,1,Disagree,Male
Q,12.591472267449,-177.11256533214,0,0,Disagree,Female
Q,-7.7763760563807,41.410698235226,0,1,Disagree,Male
S,-13.95449893547,-75.231808311879,1,1,Agree,Male
R,-5.2177107232705,88.171641498884,0,1,Disagree,Male
S,-12.104612509303,-133.50877089682,0,0,Disagree,Female
S,-16.454136225606,-167.0381456814,0,0,Disagree,Female
Q,-4.4613958073134,-99.374781189661,0,0,Disagree,Female
Q,-5.0381968808538,-63.160778927692,0,0,Disagree,Female
S,26.227128783812,-383.74614598776,0,1,Disagree,Male
S,15.178468968802,-266.87373156979,0,0,Disagree,Female
S,-31.488488353551,41.790732295155,0,1,Disagree,Male
P,9.9036357518768,290.94198285879,0,1,Disagree,Male
S,-10.82449861794,109.91107822951,0,0,Disagree,Female
P,3.159928998053,180.33141528039,0,1,Disagree,Male
P,13.306589179349,11.47106541622,0,0,Disagree,Female
P,-16.531880168026,601.9681656719,0,1,Disagree,Male
P,-14.267565330615,481.6172286992,0,0,Disagree,Female
R,3.3844662692326,215.09726553834,0,1,Disagree,Male
R,1.272308825642,53.516619862763,0,0,Disagree,Female
P,-7.8960773748793,459.60045875264,0,1,Disagree,Male
P,3.1107587614612,230.11484261375,0,1,Disagree,Male
P,1.6922047881839,101.00888151024,0,1,Disagree,Male
Q,6.5576172343258,-177.45770074262,0,0,Disagree,Female
S,-15.945125392147,138.49761033454,0,1,Disagree,Male
Q,-3.2411066089948,-239.76181867475,0,1,Disagree,Male
P,26.124732619675,-118.29208398857,0,1,Disagree,Male
P,-2.24481458368,433.037510057,0,0,Disagree,Female
S,-6.4805389710146,-26.103417116266,1,1,Agree,Male
S,-45.600942135137,111.05434360963,1,0,Agree,Female
S,28.25590518222,-99.593231308085,0,0,Disagree,Female
R,14.770114804511,-79.004829819782,0,0,Disagree,Female
R,6.4002944917419,-48.468425902756,0,1,Disagree,Male
S,-24.993887690824,125.66758070219,1,1,Agree,Male
R,17.085387680719,209.35150022029,0,0,Disagree,Female
Q,-9.322151391917,-240.06392586467,0,1,Disagree,Male
R,-18.145851814722,314.21221684302,0,0,Disagree,Female
P,16.201210471895,25.320065636337,0,1,Disagree,Male
P,7.0950485393848,226.78860895885,0,1,Disagree,Male
S,-32.517342680375,-36.486104504432,1,1,Agree,Male
S,-22.385016379592,-132.66669212499,0,0,Disagree,Female
R,34.273962788877,-82.13220010704,0,1,Disagree,Male
Q,3.1087480737403,-67.80106429793,0,0,Disagree,Female
P,14.935237138036,160.65393890052,0,1,Disagree,Male
R,-20.860492481785,525.30143561927,0,0,Disagree,Female
P,24.368278523613,86.115976274533,0,1,Disagree,Male
R,32.494305162455,110.17359762367,0,1,Disagree,Male
P,-9.2307544854613,388.82319985601,0,1,Disagree,Male
Q,15.062125502649,-284.07086535034,0,0,Disagree,Female
P,32.188664760063,-16.622562697913,0,0,Disagree,Female
P,-4.9415717241082,140.65061666335,0,1,Disagree,Male
S,-49.452873247421,53.017234839041,1,0,Agree,Female
R,-15.3361896604,65.331592440294,0,1,Disagree,Male
R,-7.6869751143674,117.83506586954,0,0,Disagree,Female
P,-3.6368799366229,307.9623928773,0,0,Disagree,Female
P,12.728406916246,71.142770939573,1,1,Agree,Male
P,9.5015790055048,209.51094357507,0,1,Disagree,Male
S,-9.6707021504039,-74.408477798294,0,0,Disagree,Female
Q,0.14511832182534,-120.4612360799,0,0,Disagree,Female
P,22.110930322721,-117.96386111666,0,0,Disagree,Female
S,-28.499914114131,-128.63636149216,1,0,Agree,Female
Q,-5.8897584257134,-104.25295035041,0,1,Disagree,Male
S,-43.286889717116,40.710112437937,0,0,Disagree,Female
Q,-0.4732763760133,-241.38235522918,0,1,Disagree,Male
S,16.029810034218,-178.88493236196,0,1,Disagree,Male
P,12.666247852457,107.02262976301,0,0,Disagree,Female
P,5.682518518382,132.68173050959,0,1,Disagree,Male
R,37.703483083613,-190.48684829031,0,0,Disagree,Female
R,41.70933890562,-121.21911397354,0,1,Disagree,Male
R,10.794887406656,117.34832544129,0,1,Disagree,Male
Q,9.1295004115112,-82.483098218908,0,1,Disagree,Male
P,5.2473990606365,215.14123572975,0,0,Disagree,Female
S,-9.0414342605702,-133.43432185214,0,1,Disagree,Male
S,1.6866329865002,-149.94768855625,1,0,Agree,Female
Q,17.431254393156,-225.4220544614,0,1,Disagree,Male
R,16.593838275221,167.20947026518,0,0,Disagree,Female
P,22.067727080112,43.499238127144,0,1,Disagree,Male
Q,-16.957685717827,-298.23901519516,0,1,Disagree,Male
Q,3.8223672415234,-328.21220655796,0,0,Disagree,Female
P,-1.5478239467125,387.7821389459,0,1,Disagree,Male
P,-7.0040211332981,296.98403464257,0,0,Disagree,Female
P,7.7805753409772,-89.460503046615,0,1,Disagree,Male
R,21.214312737907,63.56197080182,0,0,Disagree,Female
Q,-17.490264272546,-269.05119083731,0,0,Disagree,Female
S,2.8015518359847,25.596994674577,1,1,Agree,Male
P,4.1615133528418,226.13748281781,0,1,Disagree,Male
S,-8.4416059253,-164.27393978102,0,0,Disagree,Female
S,-37.057191242025,-84.109428738295,1,0,Agree,Female
P,32.612802654324,157.63109641738,0,1,Disagree,Male
P,32.580318733389,127.19894390656,0,0,Disagree,Female
S,-12.536144497123,-223.15385859979,1,1,Agree,Male
S,2.8187309055676,-81.985008715645,1,0,Agree,Female
Q,-14.404298698718,-117.27179130366,0,0,Disagree,Female
Q,-2.467465354813,-55.456550249111,0,1,Disagree,Male
Q,-0.022194499160258,-47.13921105775,0,1,Disagree,Male
P,19.755353785472,23.721684943289,0,0,Disagree,Female
Q,5.6719418916255,62.219990060301,0,1,Disagree,Male
S,-18.839651009459,-4.6707026682192,0,0,Disagree,Female
Q,5.2385440465242,-100.75665876724,0,0,Disagree,Female
Q,-7.5837249176501,-100.7874322961,0,0,Disagree,Female
R,33.347932570776,80.557915525771,0,0,Disagree,Female
Q,-3.6867494451286,-184.48030502232,1,0,Agree,Female
R,-53.011283542035,721.07390805104,0,1,Disagree,Male
P,-5.4041529602391,336.17911823614,0,1,Disagree,Male
Q,-1.3843442198747,-208.84043066196,0,0,Disagree,Female
S,25.905657504641,-28.976041850157,0,1,Disagree,Male
Q,5.9360230615996,-304.06216885106,0,1,Disagree,Male
P,-19.667675174618,362.5532137824,0,0,Disagree,Female
P,13.905799942513,66.90327707301,0,0,Disagree,Female
R,-32.220385454232,633.44803408321,0,1,Disagree,Male
S,-13.997917213476,-278.37191274314,0,0,Disagree,Female
Q,-4.0814708061896,-58.180552063128,0,0,Disagree,Female
P,-20.54163018127,493.11405686108,0,1,Disagree,Male
R,24.371837368874,119.02984602704,0,0,Disagree,Female
Q,-10.649724788801,-102.71895506034,0,0,Disagree,Female
R,23.033517552555,21.911224448081,0,0,Disagree,Female
S,-2.6132789741332,18.056183134232,0,0,Disagree,Female
S,-1.6479709649682,-139.55198862103,0,0,Disagree,Female
S,-40.556123297921,95.936026710987,0,1,Disagree,Male
P,26.642825810072,-247.8724970356,0,0,Disagree,Female
R,-16.591139309849,312.07148524005,0,1,Disagree,Male
Q,4.5675267202628,-191.38865243662,0,1,Disagree,Male
P,-4.7167227443851,99.122043980342,0,0,Disagree,Female
R,32.681221254021,-37.586686881067,0,1,Disagree,Male
S,8.8966305437016,-84.980601101639,0,0,Disagree,Female
S,-16.566450263637,114.25984488253,0,0,Disagree,Female
S,9.5749186545494,-212.62751880224,0,0,Disagree,Female
S,-16.120468962994,-107.40781485262,0,0,Disagree,Female
Q,-0.78360498174261,-259.40133509617,0,1,Disagree,Male
R,-13.109716859697,269.2804564523,0,1,Disagree,Male
S,-13.905962759585,52.889280803916,0,0,Disagree,Female
S,16.382167576059,-143.70960144033,0,0,Disagree,Female
S,-31.434519487635,-81.519618861154,1,1,Agree,Male
P,-11.063409707539,133.44557913879,0,1,Disagree,Male
Q,-20.984964612399,-331.81404977143,0,1,Disagree,Male
S,-4.929340787199,19.836082223726,1,1,Agree,Male
P,28.671003598567,-364.3319341025,0,0,Disagree,Female
Q,-17.20450630421,2.0263644508208,0,0,Disagree,Female
R,4.5661873517401,167.72837032365,0,1,Disagree,Male
S,-1.5754278072042,122.49017654103,1,1,Agree,Male
Q,-17.255666031621,-130.33224875542,0,0,Disagree,Female
R,25.133342813763,-247.57401837482,0,0,Disagree,Female
Q,-6.5509537451672,-128.61992477329,0,1,Disagree,Male
S,-17.308195762945,129.16159484683,1,1,Agree,Male
R,-20.544522867326,532.45698097649,0,0,Disagree,Female
P,9.8115585659684,93.808543434743,0,0,Disagree,Female
P,19.566111292954,70.360021547116,0,1,Disagree,Male
S,-27.272883023728,125.0092545799,1,0,Agree,Female
S,-6.087786998175,-353.04472619623,1,1,Agree,Male
R,-35.624335537955,762.58348702015,0,0,Disagree,Female
R,6.955150875242,74.585606056538,0,0,Disagree,Female
S,-16.815483087588,-14.3550456438,1,1,Agree,Male
P,-0.078602561298108,186.49523809156,0,0,Disagree,Female
S,-21.607669062264,-189.25368128496,1,1,Agree,Male
S,-0.17810470386319,34.183231553148,0,1,Disagree,Male
Q,-5.1622003308321,-290.75211187347,0,1,Disagree,Male
S,19.217905731973,-334.92724964345,1,1,Agree,Male
Q,-6.4600600709487,-88.823621635243,1,0,Agree,Female
R,28.036258795781,-105.7202018973,0,0,Disagree,Female
P,-4.0290711908737,295.28884393642,0,0,Disagree,Female
S,-43.341716787937,144.74902937596,0,0,Disagree,Female
P,21.835608868783,-92.230915686689,0,1,Disagree,Male
Q,6.4937264581647,-401.26658434992,0,0,Disagree,Female
Q,13.187413666019,-138.24558223935,1,0,Agree,Female
P,7.998694234527,271.61057223874,0,0,Disagree,Female
Q,-17.898687932127,-7.8997235451358,0,1,Disagree,Male
Q,-13.985290028614,-168.05934365702,0,0,Disagree,Female
P,-4.7183256581045,272.2439397067,0,0,Disagree,Female
P,1.1755402466168,411.15606427014,0,1,Disagree,Male
Q,-1.5698587603727,-145.03439421488,0,1,Disagree,Male
Q,8.3094161685134,-121.52715208965,0,1,Disagree,Male
S,3.5142105051848,-429.63754610607,0,1,Disagree,Male
R,45.790199168394,-149.70375074619,0,0,Disagree,Female
P,19.936075035453,-27.305709976845,0,0,Disagree,Female
P,9.4547004850836,161.4736893291,0,0,Disagree,Female
Q,-8.6403822175415,-46.063945663657,0,0,Disagree,Female
S,4.3999753847718,-35.28927144282,0,0,Disagree,Female
Q,-6.3391315067835,-107.87055300869,0,0,Disagree,Female
R,-28.655943983074,432.50351776858,0,0,Disagree,Female
P,14.065988106684,293.25648181059,0,1,Disagree,Male
S,11.220002035713,-48.327012777481,0,0,Disagree,Female
S,12.252128485708,3.3533565277948,0,0,Disagree,Female
R,0.90438212636131,388.69522836837,0,1,Disagree,Male
P,-13.316067630107,314.94278595314,0,0,Disagree,Female
Q,3.4465956466489,-152.85208976448,0,0,Disagree,Female
Q,-6.7640448579397,-33.031579531744,0,0,Disagree,Female
Q,-20.575243803475,-33.520061062891,0,1,Disagree,Male
Q,3.1478175232875,-18.793290270396,0,0,Disagree,Female
S,-8.8920455085542,54.15911254201,0,0,Disagree,Female
R,25.404728009554,-245.46721413148,0,1,Disagree,Male
R,61.481130113118,-330.60350826597,0,1,Disagree,Male
P,4.6096271223433,295.44978423531,0,1,Disagree,Male
S,-20.666642978167,-123.68329315059,0,1,Disagree,Male
S,-18.780251155039,158.36257730907,0,1,Disagree,Male
S,15.57599748791,260.21773268572,0,0,Disagree,Female
Q,9.8882053549812,-336.49623760278,1,1,Agree,Male
P,25.312519692961,-5.7527183372307,0,0,Disagree,Female
Q,-19.492612311846,-53.662033254589,0,0,Disagree,Female
Q,-3.6233753988628,-119.06019782092,0,1,Disagree,Male
P,18.974951080966,304.26058180596,0,1,Disagree,Male
Q,-6.5896062006194,-97.576422908612,0,1,Disagree,Male
P,10.543309815015,70.999255304224,0,1,Disagree,Male
Q,-5.0402815286258,66.728794173211,0,0,Disagree,Female
R,41.878289365619,-119.23404132539,0,1,Disagree,Male
R,1.1575041330222,235.72907179302,0,0,Disagree,Female
S,-5.0230535827684,-198.1828955748,0,0,Disagree,Female
R,-22.39326932253,479.69775223997,0,0,Disagree,Female
S,-27.580435396908,38.007123887542,0,0,Disagree,Female
R,10.493998079325,252.99803312449,0,1,Disagree,Male
R,0.60278775524477,151.53051500652,0,1,Disagree,Male
R,20.792411331922,205.07204533232,0,0,Disagree,Female
R,45.343971775074,-126.72084574062,0,1,Disagree,Male
Q,-4.012604145339,-220.4973080426,0,1,Disagree,Male
R,29.043553786373,124.87682881899,0,1,Disagree,Male
Q,-14.065590460815,-105.11466832092,0,1,Disagree,Male
P,6.3328970234529,215.46739935897,0,1,Disagree,Male
S,20.758527697417,-52.549533825624,0,1,Disagree,Male
P,-3.3706141730634,366.8950375318,0,0,Disagree,Female
R,19.395645063555,170.1948827683,0,1,Disagree,Male
S,-3.1785511282173,-142.26901513537,0,0,Disagree,Female
R,57.258786467956,-73.784557639521,0,0,Disagree,Female
S,5.7047215591672,-209.13675462042,0,1,Disagree,Male
P,11.281831957531,38.946015370984,0,0,Disagree,Female
Q,-11.428259653704,-216.89960094909,0,1,Disagree,Male
S,17.486445422045,21.208979156431,0,0,Disagree,Female
R,17.823578931775,327.259708217,0,1,Disagree,Male
P,14.696619700499,295.84528948685,0,1,Disagree,Male
Q,-4.312754233979,-256.44119998228,0,0,Disagree,Female
P,13.374248111329,104.89131950303,0,1,Disagree,Male
S,12.496977686648,-55.664248699166,0,0,Disagree,Female
S,13.397531314007,-365.38483889093,0,1,Disagree,Male
P,-0.19687700793002,95.911289933562,0,0,Disagree,Female
Q,4.8485874812345,-312.65720133281,0,1,Disagree,Male
P,16.118369930479,105.29450663845,0,1,Disagree,Male
Q,-13.804262861518,-126.79995892374,0,1,Disagree,Male
Q,-16.50086314953,49.90766224028,0,1,Disagree,Male
R,-40.016781260733,600.99052205635,0,1,Disagree,Male
R,18.698596482025,58.287330049224,0,1,Disagree,Male
R,-9.3768479732689,496.51686398057,0,0,Disagree,Female
S,-19.364286841994,-198.86081416945,0,1,Disagree,Male
S,-6.4911073662765,-61.19447785299,1,0,Agree,Female
S,-8.8603024784756,-298.00329487957,0,1,Disagree,Male
R,-64.732122024396,566.93275814174,0,0,Disagree,Female
P,35.229192244461,93.676381357329,0,0,Disagree,Female
R,-57.579866089197,689.01011383953,0,0,Disagree,Female
R,14.87916712271,229.21057847199,0,1,Disagree,Male
S,-12.87631283229,-195.09146028622,1,1,Agree,Male
P,-6.021836709707,362.35697658144,0,1,Disagree,Male
S,16.865585028131,-282.55453998621,0,0,Disagree,Female
R,12.767138983946,138.04484505953,0,0,Disagree,Female
Q,-3.2306127903194,-60.530512914774,0,0,Disagree,Female
S,-4.6943814930014,-43.604339417817,0,0,Disagree,Female
P,1.345324850802,97.186288317752,0,1,Disagree,Male
R,-2.8733564847491,255.96669140457,0,0,Disagree,Female
S,-0.32625498917245,-171.67617358718,0,0,Disagree,Female
R,11.438284417818,89.529939022628,0,1,Disagree,Male
S,-6.672656843752,-297.23385116329,0,1,Disagree,Male
S,-31.949308636109,283.64023632633,0,0,Disagree,Female
S,-8.7414799554932,-39.618756899433,1,1,Agree,Male
S,-3.7769133247328,-41.7514210128,0,0,Disagree,Female
Q,-21.74900438392,-101.52377040615,0,0,Disagree,Female
S,2.3280261388645,-4.6393367679042,0,1,Disagree,Male
Q,1.0784813249849,-31.269714241042,1,1,Agree,Male
Q,-5.8534216479647,-124.78731889454,0,1,Disagree,Male
Q,-10.030555797755,-251.96987065997,0,1,Disagree,Male
R,-38.176850625862,266.74462111422,0,1,Disagree,Male
R,20.356673974244,70.902109136294,0,1,Disagree,Male
R,13.313945164119,87.484099923393,0,0,Disagree,Female
Q,3.887381158251,-15.546480656856,0,0,Disagree,Female
Q,-5.8582627809878,-91.396315288915,0,0,Disagree,Female
Q,-20.496727956225,-270.64944019059,0,1,Disagree,Male
